pimples,1
erupts,3
one-third,1
heinlein's,3
bogart,7
grier,27
awhile,10
courtesan,5
marking,1
fanfare,4
quick-edit,1
tainsy,1
holly,7
1985's,2
theatens,1
faction,1
handicap,1
_death,1
journey,68
platoons,1
weekend,28
quinlan,3
happening,33
shallowly,1
jacket,11
stripping,3
don't-mess-with-my-life-and-i-won't-mess-with-yours,1
meander,3
profits,2
fletch,1
11-year,1
hijacker,1
relieve,2
disney-esque,2
spock-like,1
psych-tests,1
fate's,1
pre-fab,1
commentaries,2
retention,1
heart-breaking,1
21st,4
anticipation,11
swoon,3
father,258
0,16
reptiles,1
swoop,1
analogous,1
advises,3
adviser,4
shouldn't-for,1
lynch,15
advised,4
self-proclaimed,4
eponine,1
hooray,1
superstardom,1
hogan's,5
round,19
new-age,1
alakina,1
talked,9
dealing,34
ashau,1
okay,56
dorrance,1
salability,1
talker,1
ravenous,3
yoda,6
nair's,1
majors,4
broadly-observed,1
norris,3
filler,2
suspect,42
anticlimaxic,1
international,36
lug-head,1
filled,88
dwarf,2
meeks,1
basque,1
boy,181
anti-authority,1
exemplified,4
maguire,21
bratty,1
jungles,2
shooter,1
var's,2
diagnosed,2
bon,1
boo,1
bob,87
kauffman,1
margot,1
hirst's,1
teenage,38
dissappointed,1
hogarth's,1
merely,81
close-knit,3
transplant,4
aried,1
cappie,7
infinitum,1
ariel,10
full-well,1
visit,43
vineyard,1
terrarium,1
olympian,1
'dating,1
makin',1
`closure',1
haliwell,1
liddle,1
labyrinth,5
four-some,1
--this,1
trumpet-playing,1
romanticizes,2
fictionalized,2
quoting,4
drags,19
romanticized,2
andrus,1
khondji,1
lucas',10
trench-coats,1
lumbergh,1
fuck,4
sample,3
pointedly,1
convalesces,1
glamourous,1
dennis,36
prime-time,1
burgeoning,4
benignly,1
ex-partner,1
lovestory,1
emotionless,5
prwhen,1
trollop,1
megahit,1
persuasion,3
testicle,3
non-verbal,1
144,1
143,1
delaughter,1
snl,2
pin-up,1
membership,2
to-die-for,1
noun,2
waist,4
block,24
abuzz,1
basket,2
finchers,1
bungle,1
lsd,2
shoes,16
josephine,2
moralist,1
klutz,1
peterson,2
jock,9
goof-ups,1
stendahl,1
police,124
monitor,3
interesting,301
supermasochist,2
lynch's,12
twig-sculptures,1
policy,10
transparently,2
tucked,2
soulful,2
curry's,1
lunch,4
markings,1
teller,3
keenly,2
feverish,1
huiessan,1
careless,2
showcasing,4
jokes',1
vogue,3
motherland,1
bridging,1
sopranos,1
mass-market,1
treacherous,4
conventions,20
manifesto,1
fingertips,2
witch-hunters,1
elizabeth,61
old's,1
stitch,1
catacombs,1
pedophile,3
meltdown,1
zycie,1
nominal,2
portrtayal,1
homer+s,1
brimming,3
assurance,4
inaction,1
'bend,1
romano,1
ajay,1
carnival,4
waiter,10
contented,2
da-be-dah,1
danilov,2
dissappears,1
assuredly,2
remorseful,2
first,962
fleeing,9
rachel,15
jody's,1
morose,4
honey-mustard,1
fiery,6
speaking,47
rainman,1
maximes,1
to-be-weds,1
allegedly,5
kirkpatrick,2
hugo's,8
what'sgoingonaroundhere,1
set-up,19
doddering,1
scraping,1
begrudgingly,3
strolls,1
inferring,1
rousselot,1
ultraconfident,1
hard-ass,1
defecting,1
lice,1
joss's,1
entombed,1
madeliene,1
coogan,1
nazi,17
kevin,139
cassandra,4
squat,1
recreated,3
bailed,1
vestments,1
foreigner,3
complexity,18
shocked,18
acumen,1
squad,6
sometimes-odious,1
joey's,1
interior,5
performance,549
reacquainted,1
jungle,15
bets,3
200,4
innuendoes,1
206,1
arguing,10
cathedrals,1
zemeckis's,2
rehearsal,2
assault,15
barrage,3
sheets,3
complaints,14
beth,6
queens,3
vapor,1
synonym,1
incisive,2
lenny,5
angst,5
blanchett,11
near-final,1
scowl,1
harvey,16
voodoo,3
iniquitous,1
watered-down,2
representatives,2
bedside,1
tiredness,2
high-profile,10
enthusiast,2
frequent,23
stormy,6
mile',1
treasure,17
storms,3
spirituality,7
cold-heartedness,1
helix,1
treasury,1
enthusiasm,14
pegged,1
awareness,3
moreau,5
get,883
1950's,9
stomp,1
refreshed,1
unimportant,2
hailed,10
unconsciously,2
gee,4
ged,1
supreme-bozo,1
gen,4
gem,28
gel,4
morning,30
miles,33
vito,4
flamingos,3
stumbling,9
fiction-type,1
declared,6
branagh,23
seas,4
sear,3
seat,40
starlet,4
declares,9
seam,1
seal,4
stigma,1
insoluble,1
wonder,116
permeates,2
satisfying,49
tongue-tied,1
actor-turned-director,1
label,8
boundaries,11
enough,423
permeated,5
screem,1
screen,337
satiate,1
august,15
australia's,1
toned-downed,1
nationality,2
'tradition',1
blasts,3
gradisca,1
sketchy,3
elijah,9
foul-tempered,1
patootie,1
improv,1
nonentity,1
among,132
about-face,1
enterataining,1
two-million,1
pacifier,1
adults,53
considering,64
tuning,4
capable,33
wobbly,3
judging,13
capably,2
roselyn,1
coffey's,2
squash,3
drescher,1
dramatic,115
wake,15
declaration,3
american/italian,1
hardcore,11
mile-high,1
sound,131
inadequacies,2
ratchet,2
promising,14
cancelled,2
investigating,10
stepfather,4
oversappy,1
_into_,1
mcgreggor,1
ulysses,4
crewman,1
rozencrantz,1
sleeping,8
strain,9
unwritten,4
purportedly,1
loosing,2
protein,1
backstabbing,1
doubting,1
blueblood,1
dairies,1
creaky,5
pepe,1
lava,2
o'brien,6
adult-helfgott's,1
nab,3
extended,21
concentrates,11
incarceration,1
companion,19
zinnemman's,1
one-hit,1
identifiers,1
diseased,1
boorman's,1
stunted,1
special-effects,3
uncomplicated,2
consisted,3
nitpicked,1
outdoor,6
sights,12
1990's,5
unofficial,1
pissing,1
above-par,1
leeway,1
flavor,6
statesmen,1
rudolph-,1
clueless,15
scissorhands,6
hollywood-conventional,1
politicians,11
walken's,2
electrical,3
schwarzenegger,12
gnarled,2
credentials,4
bewitches,1
acquainted,1
adams,29
identifying,4
kafkaism,1
bewitched,1
passionate,15
obsessions,4
newsradio's,1
pronounce,1
showman,1
weightiness,1
mehrjui,2
images,89
nazism,1
sommer,2
lotte,4
outs,1
genetics,5
reportedly,14
drenched,3
footing,6
mini-series,2
charlatans,1
nottice,1
mankind's,3
affiliate,2
camille's,1
re-election,2
knife,11
kansas,1
dissapointing,2
fingal's,3
dastardly,2
visits,16
narrators,2
trivialization,1
demonic,3
wise-cracking,5
out',1
evan,1
chanteuse,1
out-,1
fallacy,3
consolidate,1
purported,1
fertile,2
skilled,9
newtons,1
jerusalem,3
pastures,1
paraphernalia,3
distracted,10
vh1,1
mondays,1
wrong-doing,2
labelling,2
uneasily,1
spicy,2
fanatic,5
motherly,2
hurricanes,2
near-certain,1
once-removed,1
spice,21
arranged,3
overreacts,1
vhs,6
arranges,4
peeking,1
eschew,1
grouch,1
vhf,1
powerless,5
railed,1
rapids,2
imagination,48
examine,6
comedic-romance,1
clenched,1
outtake,3
casualty,1
goddam,1
amfibium,1
cross-promotion,1
earth-shattering,1
victimize,1
indefinantly,1
she's,183
beatty's,6
mishmash,1
centerpiece,5
grudge,3
assets,2
payoff,10
u,66
cross-cuts,1
sherbedgia,1
colleges,1
founder,3
grassroots,1
nonexistant,2
hamlet's,6
founded,2
expressions,14
shattered,10
nita,1
preserved,3
crimson,10
disaster's,1
enjoying,15
myrick,1
puffs,1
little-to-no,1
polly,1
hitchhikes,1
hitchhiker,2
s-word,1
whacked-out,2
plausibility,5
mcdonough,1
toss,3
purrs,1
ius,1
ramen,4
clamps,1
castilian,1
peebles',5
washing,1
alma,2
fear--the,1
drugged,1
outtakes,10
blares,1
donovan,6
gd,1
non-issue,1
seagal's,1
westerner,1
double-natured,1
shanghaied,1
bitingly,2
pod-race,2
robbie's,2
zero,31
perspective,44
breckin,3
affable,9
chafing,1
brackett,4
swampy,1
sweetly,4
swamps,1
wrecked,3
elwes,2
caffeine,1
misprinted,1
hotbed,1
c'mon,2
action-adventure,1
hayek,9
mimieux,2
mule,1
squeezed,2
rousingly,1
threads,7
affectionately,3
mulroney,4
ibsen-esque,1
stupor,2
_star,1
steerage,4
significantly,9
uncharted,1
misery,12
mentions,7
collated,1
specialize,1
glebas,1
aria,2
caravan,5
africa,15
mccourt's,2
concussions,1
lion's,5
plights,1
plastered,1
tacks,1
subsumed,1
impressionable,2
correspondents,1
restraints,1
sunniness,1
neverending,1
servicewear,1
landed,8
grisly,7
boxer's,1
karaoke,4
season's,2
hour,144
recall,30
phrasing,1
specializes,4
sucks,2
guards,22
remain,45
ephrons,2
dazed,2
specialized,1
vary,4
stubborn,6
not-inconsiderable,1
synchronized,3
salesmen,10
joisey,1
beals,1
hand-in-hand,4
minimum,8
rainstorm,5
numbers,27
junket,1
tip-toe,1
robinson,4
rejuvenates,1
homicide,6
needs,102
needy,2
comfort,15
hackman's,3
suprising,3
maps,2
venting,3
sacred,6
civilisation,2
larger-theme,1
raunch,4
ba'ku,16
questioning,14
takenaka,2
spectacularly,3
coming,133
reappeared,2
brady,11
dragon,38
upholstered,1
co-exist,2
skilful,1
award-worthy,2
viewer-,1
serenade,1
enslaved,1
perpetually,15
heartfelt,16
self-replicating,1
setbacks,3
messed,6
comedic,43
tingwell,1
year's-open,1
pests,2
pcu,1
misunderstandings,1
cowrote,1
attractions,3
impressiveness,1
baad,2
toothy,1
socially,8
prejudices,2
primary,34
frigid,3
compound,5
prejudiced,1
viewers,93
unsuspenseful,1
mystery,100
lovable,24
huddle,1
homophobia,1
unfurls,1
evade,3
heroines,3
repeating,6
mise-en-scene,3
rhys,9
freud's,1
rags-to-riches,1
barbed,1
engaging,47
resurfacing,1
katrina,3
suspecting,1
stargher's,5
portland,1
mclachlan's,1
haddonfield,1
perry,7
sickness,4
burned-out,1
they'll,15
romantic-comedy,5
evaluation,2
catastrophes,3
arden,1
enforcing,1
unstraightforward,1
backer,2
bombshell,3
centerfold,1
extraordinary,43
calder,2
backed,7
reparations,1
beginning,143
faucet,1
joe/josephine,1
alexandra,4
needing,4
barbet,1
wither,1
oddballs,4
raptors,2
ruination,1
embraces,4
advertisement,2
stabs,2
treetops,2
cements,3
valentina,1
valentine,2
embraced,5
fiction,170
-sound,1
stivaletti,1
razor,4
bloodied,4
mercilessly,5
bloodier,1
hummingbird,1
face-lift,1
wilder's,5
prodigious,1
trolls,1
swingers,14
conventionality,1
mcclaine,1
cyclic,1
monger,1
swastika-wearing,2
tod,3
hollow',7
winbush,2
crustier,1
lilting,1
curtains,1
giancarlo,1
showers,5
three-quarters,1
sade's,1
ditched,2
depending,6
gorbachev,1
couch,8
lifts,1
orton,2
pleased--in,1
serene,3
patterson,4
dayton,4
ken-and-barbie,1
underpinnings,4
eggs,4
disconcerted,2
unceremoniously,4
pondering,4
charm,63
'82,1
services,5
plays,380
off-key,1
plotwise,1
titta's,1
feasting,1
lithgow,14
hill--if,1
drifts,6
wetmore,4
seething,1
mammoth,1
reflections,5
kinear,1
rebels,9
swelling,1
noblest,2
converge,1
businesses,3
headlines,7
chock,2
washed-up,2
exteriors,4
chimes,1
ebert,6
self-deprecating,1
idiots,3
volatile,5
merged,3
extra-curricular,1
express,20
toddlers,1
zapped,2
breast,4
reclining,1
forty-five,4
tournaments,1
motorcycles,1
forlani,5
dante,2
doubled,1
spiked,2
tale,147
witches,8
doubles,3
restaurants,6
snorri,1
geoff,1
manly,2
snow-capped,1
lisbon,1
nouri,1
expert,18
potrayal,1
cahoots,1
eight-year,1
data's,2
cutout,1
ngoc,1
premiss,1
magruder,9
hartnett's,1
pisses,1
premise,103
dracula's,1
intimidates,2
defunct,1
docudrama,4
restaurant,22
foreign,25
sparring,3
finicial,1
zilch,1
baltimore,1
subpar,1
point,299
kretschmann,2
ravages,4
pygmalion,1
tennessee,3
expensive,20
lauren,3
furthers,3
weaving,10
apostle,23
screened,5
rivals,5
faithfully,3
television-addicted,1
omniscient,2
magherini,1
spoiled-rich-girl,1
chiseled,3
assorted,4
ineptitude,1
honorary,2
enchantingly,1
16-year-old,2
patriarchy,1
evangelical,1
x-men,1
politician,8
grains,3
coyle,6
grainy,3
elections,3
reopens,1
year--every,1
whimpers,1
century,60
onassis,1
perilously,1
astound,1
audience-friendly,1
lomax,4
aspects,55
disbelieving,1
concoction,5
counterfeiter,1
wagered,1
corridor,1
fibrosis,2
development,54
strips,5
break-out,1
palma's,3
puritanical,1
stripe,2
regis,1
out-of-control,1
horse-drawn,1
lacrosse,1
travers,1
task,52
whores,1
scriptures,2
price's,2
plot's,6
iffy,2
grunts,2
1966,1
boutte,2
snow,22
shape,20
unrelentingly,3
1962,9
aurally,2
apes',1
featherstone,4
alternative,10
curly-haired,1
rundown,1
friendship,46
cut,83
cup,12
marrying,14
cuz,1
jeered,1
source,40
cue,9
undistinguished,1
cub,1
cum,2
easter,3
cui,1
lama's,3
womanly,1
rodents,1
kasdan,9
'helen',1
nicely--,1
hallucinations,6
frankie's,1
hiberli,1
blech,1
knock,11
re-mastered,2
maples,2
temperamentally,1
re-living,1
gretel,1
borrows,10
loyalist,1
foolish,6
machinegun,1
valleys,2
oscar--pitt,1
collectors,3
absolutely,91
dawes,2
streetcorner,1
delegation,3
triumphing,1
presences,1
candle,2
minefield,1
culprit,2
decision,41
proficient,2
sugarland,1
mamet's,10
balmy,1
modest,7
manipulate,5
epic,70
dialogueless,1
neary's,1
reeve's,1
oed,2
always-on-the-move,1
mcinnerny,1
inhumanity,1
u-571,13
slams,1
moores,1
obstetrician,2
triton,2
tiff,2
abusive,9
chang,6
kyra,1
underused,11
lovett,7
`clerks,1
translate,6
comedy--it,1
darthur,1
promotions,1
invite,2
shrieking,3
holidaymakers,1
murphy,69
exterminated,1
gould's,3
underlined,3
delighting,1
prince's,1
remastered,6
pickers,2
corkscrews,1
planet,103
planes,5
morricone's,1
curt,1
constant,43
mazzello's,1
reminscing,1
stripped,9
beckoning,2
deprive,1
scarlet,2
consulted,1
revelatory,1
curb,2
appetizing,2
obtuse,3
curl,1
cafe,5
yearbook,3
riff-raff,2
stripper,8
emanates,1
lyle,1
film-schoolish,1
adoring,1
composing,3
yang,1
ellen,21
nagle,1
intensifies,2
cocaine-i,1
showgirls,11
restoration,4
cater,1
cates,4
utterly,39
missile,8
phenomenally,1
scouting,1
implies,5
zags,1
bankers,1
cooked,1
implied,6
presenting,11
ignoramus,1
memories,32
eaisly,1
inevitably,15
scream-esque,1
warda,1
gordon-levitt,3
portraying,16
tested,5
groceries,2
sigmund,1
amplified,2
compose,1
drive-in,2
shyer,1
vietnamese,2
suave,12
literary,10
de-mystify,1
masculine,2
pleasing,9
jakob,1
undeterred,1
presently,2
dessert,2
implicitly,1
ever-infectious,1
hockley,8
overplaying,1
entire,224
announcing,2
arachnid-type,1
ceasefire,1
big-screen,11
telss,1
carly,10
biased,7
rivers,7
unforgiveably,1
carla,11
elise,12
rivera,2
edison,2
assination,1
dowdy,1
bail,12
assisted,8
access,8
earp,6
pleading,3
schrieber,1
latura,1
non-linear,7
writer-director,6
apologetic,1
beasts,4
lovejoy,1
packing,2
healing,8
safer,1
talent,85
later,206
implement,1
honor,31
absolutes,1
composed,21
vips,1
'get,1
richest,3
composer,13
mcgoohan,3
on-court,1
theater-shaking,1
chi,2
tiering,3
hammered,2
cretaceous,1
little-known,3
cut-out,2
debbie,8
funkiness,1
butler,16
knuckle,2
defendant,1
prized,1
spearing,1
cal's,3
prigge,1
lifeforce,1
flaw,33
paroled,3
prizes,2
nypd,3
minions,3
unwinding,1
hadnut,1
`goodfellas',1
reynaldo,1
gruff,6
majorino,1
closing,23
rehabilitation,1
humankind's,1
aborbed,1
reynolds',1
syrupy,2
homoerotic,4
high',1
rumble,11
andersen,1
varied,4
regains,1
noises,1
holds,57
hampshire,6
varies,3
wittiest,1
profile,6
y,6
connor's,1
relates,6
tough-as-nails,1
highs,6
hung's,3
leukemia,1
century's,1
incompetency,1
aniston,4
bethlehem's,1
chasing,21
dolled,1
interviewees,2
amazon,1
patially,1
vibe,3
furious,13
solos,2
subsequently,8
mustache,1
despite,216
disarm,2
perturbed,1
symbols,11
lower-middle,1
east-west,1
horns,1
flattering,1
horny,7
galaxy,24
tso,1
tsk,2
[expectations,1
blatant,13
pop-up,1
disrupts,2
weber,2
pangs,1
entrace,1
griebe,1
guaspari,4
century-old,2
topps,1
squabbling,1
letterbox,1
aisling,1
philadelphia-area,1
ideologically,1
preclude,1
cider,10
feldman,5
flair,19
sly-style,1
homeless,6
hermit-like,1
sexual,91
popping,10
edson,1
conceptually,1
invective,1
christoff,4
pushkin,1
flushing,2
approached,11
benben,2
thermo-nuclear,1
fourteen,5
clarify,3
approaches,23
film--twice,1
qui,1
quo,4
backwards,3
yard,14
mortar,2
hinting,4
yarn,5
allied,2
incarnation,6
mortal,10
comely,1
wish-fulfillment,1
not-in-a-hurry,1
peep-show,1
sack,2
hey,22
whoop,1
lagging,1
reached,16
radek,2
owning,1
wargames,3
leder,7
schwalbach,1
acquiescence,1
scant,4
pakistani,2
bargained,1
symbiosis,3
in-valids,2
ghostface,2
explanation,22
acquire,1
kalifornia,2
abby's,1
foams,1
recieve,1
bodyguard,7
morph,1
hinging,1
sweden,2
impersonations,1
pansies,1
anthropologist,2
beheadings,2
director/co-writer,1
words--,1
disturbing,67
throat,11
_the_broadway_musical_,1
corral,1
one-room,3
directoral,2
catapults,1
identically-wrapped,1
attention-grabbing,1
child's,16
gingerly,1
incentive,2
montgomery,1
oliveira,1
concerns,17
kaplan,4
spinster,1
crew's,1
time's,1
deathless,5
prisoner,30
payment,2
milano,2
disease,12
occasion,16
everett's,2
contemptuous,2
inexorably,4
incredibility,1
recess,2
letscher,2
incapacitate,1
hamlet,24
rip-offs,2
tearful,1
thicket,1
cult-favorite,1
thicker,2
sparky,1
communism,5
knowledge,44
sparks,15
housewives,1
westerner's,1
betsy,2
cohesiveness,1
joblo,15
communist,6
handsome,26
post-torture,1
pitfall,1
regularly,7
andreas',2
delirious,3
dumbing,1
perfection,31
ga-ga,1
superstructures,1
absorbant,1
arnold's,1
monopoly,3
fixes,2
teams,11
mercedes,1
excesses,5
fixed,5
2065,1
turkeys,1
showdown,18
grosse,6
intensity,42
tuxedos,1
chomped,1
maynard,2
precedents,1
attempting,25
vignettes,12
bambi's,1
difficulties,7
bruno,9
playboys,1
boundary,2
not-so-nice,1
reproduced,1
semi-articulate,1
sorrow,7
monarchy,1
antics,15
'matrix,1
perky/cute,1
users,1
empathy,6
revoked,1
joke,41
equal,30
metered,1
tripp,2
wringing,2
broom,1
wear,19
statues,2
fassbinder,2
walsh's,1
reborn,3
denis,9
manhood,2
uninitiated,3
hard-driven,1
johnny,31
transylvania,3
swimmer,2
it's,1883
general's,3
seasoned,8
anomaly,1
gratuitious,1
it'd,3
dispair,1
cassanova-ness,1
lighweight,1
wachowski's,1
honest-politician-rare,1
tense,37
bride-to-be,1
locales,6
lebanese,1
fletcher's,1
widescreen,10
rome's,1
associating,1
venomous,1
frustrating,11
delusion,1
workplaces,2
toontown,2
arrangements,4
partner,42
espousing,2
proxima,1
grinder,3
),6039
transit-oriented,1
proximo,5
mcdermott,8
sugar-coated,1
tumbles,2
`eat,1
powell,4
garish,2
uplifts,1
tradiational,1
sauna,2
discredited,1
breech,2
sisters,24
intially,1
horror-loving,1
recourse,1
nevertheless,44
builder,1
disoriented,1
exceedingly,9
residuals,1
comparisons,14
wreckage,5
posses,1
medley,1
stores,8
stooge,1
all-seeing,1
nicknamed,8
stored,2
womens',2
sterotypically,1
griffith,14
moretti,3
flashlight,1
hazing,1
repetitious,1
onward,3
demographic,3
recommending,6
289,1
prisoner/former,1
country-,1
smart,103
characteristically,1
resolved,9
noboyd,1
impresario,1
doyle,3
marienthal,2
swanson,3
resolves,5
russian-american,1
displaced,1
like,1712
success,126
vibrant,14
giger's,1
ewoks,2
argento's,15
admitted,4
blusterous,1
ravera,2
chick,8
arising,1
livelier,4
armand,1
haig,1
classical,12
professorship,1
hail,6
haim,3
hair,54
patinkin,1
recommendation,6
kotter,2
poseurs,2
happens,108
arch-enemy,1
punch-outs,1
spouse's,1
hurricane,26
screwer,3
banisters,1
screwed,7
torontonian,1
brims,1
magnate,1
'landworld,1
'gothic',1
lieutenant,15
uptight,8
marketable,2
re-introduce,1
unchangeable,2
jam,6
consumerism,1
quills,4
justin,3
purist,1
introduces,29
hrundi,11
tomb,1
introduced,58
tome,1
faithfulness,2
preexisting,1
socks,4
female,51
doren,7
bowlers,1
immoralistic,1
waikiki,1
rushed,13
condense,1
rushes,6
'80s,9
glimmer,3
oversaturated,1
touted,3
hopper,12
coke,5
sequel,81
landscaping,1
fuddy-duddy,1
misdeed,1
mpaa's,2
kraft,2
versatile,7
farrah,5
flip,5
all-encompassing,1
flim,1
seducer,1
flik,6
sobbing,7
flic,1
zellweger,3
inspite,1
face-hugger,3
whisper,3
domino,1
circus,10
well-defined,4
periods,7
technology--the,1
shoot-out,2
commentators,3
identities,2
anchors,1
dressed,14
detail,69
blatty,1
dresses,4
adam,20
convicts,1
conveys,15
hortense,7
bozzio,1
dogtags,2
19-year,1
stirred,2
ramble,1
dog's,4
news',1
bresslaw,4
aliens',5
vermin,1
abundence,1
dynasty,2
daughter's,6
immersive,2
duplictious,1
appetite,2
undisputed,1
ozzy,1
watto,3
geraldo,1
ted's,6
glides,2
whatsoever,8
intros,3
$40,3
orefice,2
playground,2
sheperd,1
desi's,2
gratification,2
wich,1
vastly,7
anemic,1
tenny,1
school,192
disorientation,1
1/29/97,1
loneliness,13
youngest's,1
infidelitous,1
lensky,1
one's,36
glued,3
possiblity,1
veritable,5
banderas,14
feathery,1
construed,4
feathers,2
direct,39
nair,2
nail,6
disciplined,3
caviezel,7
naif,1
tactile,1
blue,66
faye,2
mnc,2
hide,12
selected,7
revolves,28
revolver,2
supplied,2
oscar-nominated,4
kuo,1
blur,2
supplier,1
supplies,7
deemphasize,1
stooges,2
philippe,4
courteney,6
york's,4
even,1174
amour/last,1
beck,7
pratt,2
chewbacca,6
retrospectives,1
red-and-white,1
hideously,3
stevie,1
counterprogramming,1
leaves,99
settles,8
culminate,1
museums,1
depreciated,1
murkily,1
settled,10
midway,5
prints,2
advisor,10
hitchcockian,5
morpheus,7
patience,11
faster-than-light,1
padawan,1
meaty,6
high-priest,1
princess,57
hasidic,4
harland,1
spike,16
formulaism,1
limousine,1
hasidim,2
coffins,2
'dante's,1
straight-ahead,1
bullshitting,1
drowning,4
excellent,146
resurfaces,2
vianne's,2
abundance,8
weitzman,2
deficiencies,1
salvage,5
dont,1
none-too-pleased,1
estate,9
diminished,1
preserving,1
gadgets,11
overheard,1
jumble,1
obeidient,1
todd's,5
attract,9
returned,22
ceremony,8
laugh-out-loud,6
finalist,1
drummer,5
toxic,3
actuality,6
dialect,2
description,16
insecure,7
imaginable,4
lump,2
astoundingly,2
montague,2
sugiyama's,3
salsa,1
parallel,13
faster-than,1
splendid,8
amid,7
dragged-out,1
summing,1
funniest,41
suggest,33
plumbing,2
teleprompters,1
prospective,6
staining,3
mppa,1
hip-hop,12
beside,6
fealty,1
unzipped,8
imf,2
showings,3
howdy,1
40+,1
tramp,5
imr,1
baily,1
iowa,5
prevented,3
coming-of-age,5
17th,2
rental,9
gluttony,1
alex,49
cable,22
swaying,4
detroit,9
herald,1
40s,1
alek,5
`design',1
alea,2
alec,22
ur-reality,1
leftist,2
decade--the,1
juggling,4
saturday,17
revisions,1
nits,1
lair,6
psychic,9
sighing,1
desertion,1
laid,19
chippendale's,1
unabashed,1
foolishly,3
day',3
newly,17
independence,31
carcass,1
mastering,1
mcguigan,1
smart-aleck,1
turntables,1
adult-oriented,2
days,167
outfits,7
filter,3
heck,15
soda,1
affleck's,3
wowed,1
attractive-seeming,1
maggie,36
artistry,4
eye-level,1
researcher,2
researches,1
'you're,2
lovably,2
encouraging,3
marisol,1
nhu,1
fantasy,57
much-discussed,1
adopted,11
schrader's,3
shaiman,1
researched,1
discotheque,1
sarcasm,5
long-awaited,2
heights,8
role-model,1
mistic,1
carrey,49
illiterate,4
knife-wielding,1
anti-violent,1
leaking,1
embellish,3
kindest,1
prefecture,1
made--and,1
kidnaps,1
roxbury,5
frankly,14
immigrants,7
childs',1
moviereviews,2
company's,6
seminal,2
bridge,29
efects,1
screwy,2
screenplay's,1
screws,6
ehren,1
seminar,2
maxx,2
traditionally,4
philistine,1
thoroughly,32
thorough,3
brandon,5
explanations,6
maxi,1
derek,50
1997's,10
hatch,2
opportunies,1
enlightens,1
yucky,2
girl's,7
dimetrodon,1
tati's,1
guest's,1
potency,6
priivate,1
sores,2
super-tech,1
entertaining,187
agnes,2
bait,3
docter,1
aspires,2
dupe,1
colors,40
reissue,5
musicals,18
aspired,1
analogue,1
endowment,1
reruns,3
problem--clone,1
spite,17
chien-po,1
situations,83
khanjian,1
pacification,1
minnesota,3
spits,5
stephane,15
yun-fat,4
borrowed,9
fontaine,1
unhurried,2
twentieth-century,1
wedding,92
knocks,8
botanical,1
angers,2
anxiously,4
vaughan's,1
unwitting,2
killer's,10
`scream',3
blackwell,1
politically-correct,1
penance,2
robbi,1
below-ground,1
1960s,21
aquire,1
robby,9
escaping,13
goals--it,1
continually,14
grandmother,16
mud,3
mug,1
finger,5
hopefully,28
mum,2
mui,2
hyperspeed,1
nail-bitingly,1
discovery,19
mastubatory,1
herding,2
gugino,7
suspense--and,1
however,566
staking,2
chauffeuring,1
news,53
popular-but-slow,1
newt,6
pysche,1
fault,29
blimp,1
sultry,7
mildly,12
expense,10
finely-written,1
smuggled,3
rounders,21
unrewarding,1
hands-down,2
haynes,5
four-pronged,1
smuggles,1
villains,21
sub-human,1
conference,5
'psycho',2
captives,1
loft,3
winningly,2
transatlantic,1
vulcan,1
villainy,4
extracurricular,2
soldini,3
pecker,1
'crazy',1
apprehension,2
multi-million,3
censors,4
n,17
dashboard,1
anya,4
natives,3
ben's,3
veronica,13
quincey,1
forgetable,1
hunt's,2
dazzled,4
peak',2
horror-mystery,1
dazzles,2
chazz,4
forehead,3
drawback,7
cross-country,2
zidler,3
peaks,5
miscasting,1
screw,9
greeted,8
groundbreaking,11
ordinary--yet,1
darned,3
punctuate,3
shortly,28
singable,1
possessed,12
vacuumed,1
ocean,26
impediment,3
jean,25
possesses,16
dads,1
assembling,2
departed,2
proposed,1
unemployment,2
able,205
proposes,6
grades,4
grader,1
depart,1
scattering,1
deputy,14
burns,10
cherry,8
fall's,1
ridgemont,1
gave,73
re-introduced,2
salacious,1
culture-whiz,1
breaks,46
foots,1
descending,2
gunned,1
hubbard's,1
burnt,2
rumor,5
brutality,11
ennio,4
melting,3
wolf-beiderman,1
broadcasted,1
mansions,2
zeal,2
contradict,2
orlando,2
celibacy,4
renamed,2
broadcaster,1
hackman,17
book/film,1
gruff-talking,1
57,3
hunchback,8
goddamned,1
hunt,41
stringing,2
envision,3
groupies,1
excerpt,5
50,17
sponge,1
scrabble,1
election,18
tibet's,1
peacemaker,5
parcel,1
allocate,1
hunk,3
officer,61
deleted,9
brawl,1
brawn,1
chest-,1
revenge--as,1
wolf's,1
newcomer,19
hsu,1
attacks,44
choke,1
posess,1
dinner,35
montana,19
ensure,7
us$130,1
connected,19
duke,25
dials,1
rock-solid,2
obscene,3
bath,5
ussr,2
bats,2
dreyfus,2
dissenting,1
abel,2
awe,7
infidelity,7
perfectly-groomed,1
sunlight,4
stuck,33
striding,1
nonfans,1
amateur,1
6,18
stereo,10
uluru,1
flashy-new-thing,1
mega-hot,1
[1,1
flavour,3
jerk-ules,1
unfulfilling,1
nerdy,2
twenty-foot-tall,1
zodiac,1
nerds,3
panicky,2
novel's,2
mobutu,4
suspicions,3
kaufman,15
sometime,9
perez,5
levity,6
regime,6
un-disneyish,1
comprehension,5
`return,1
longshanks,1
eerie,23
substances,2
enterprise--commander,1
setting,88
rapidly-changing,1
papers,4
aahs,1
implant,3
